City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Weligama,LK,2021-06-06 00:38:55,5.9667,80.4167,78.24,88,95,7.45
297,Padang,ID,2021-06-06 00:38:55,-0.9492,100.3543,80.35,70,78,1.66
298,Olafsvik,IS,2021-06-06 00:38:55,64.8945,-23.7142,48.45,78,78,9.46
299,Alofi,NU,2021-06-06 00:38:55,-19.0595,-169.9187,78.69,65,64,13.8
300,Kathmandu,NP,2021-06-06 00:37:24,27.7167,85.3167,68.22,94,40,0.0
301,Nanakuli,US,2021-06-06 00:38:56,21.3906,-158.1547,85.95,52,75,17.45
302,Kavieng,PG,2021-06-06 00:38:56,-2.5744,150.7967,83.59,71,100,0.6
303,Matagami,CA,2021-06-06 00:38:56,49.7502,-77.6328,55.51,71,90,3.42
304,Beloha,MG,2021-06-06 00:38:56,-25.1667,45.05,58.26,81,0,5.86
305,Balta,UA,2021-06-06 00:38:57,47.9355,29.6198,55.78,88,100,8.46
306,Banda Aceh,ID,2021-06-06 00:38:57,5.5577,95.3222,81.3,76,97,10.13
307,Sioux Lookout,CA,2021-06-06 00:38:57,50.1001,-91.917,84.58,36,40,10.36
308,Noumea,NC,2021-06-06 00:38:58,-22.2763,166.4572,77.0,99,95,13.91
309,Neiafu,TO,2021-06-06 00:38:58,-18.65,-173.9833,77.68,73,40,10.36
310,Mbengwi,CM,2021-06-06 00:38:58,6.0167,10.0,61.75,96,87,3.38
311,Axim,GH,2021-06-06 00:38:58,4.8699,-2.2405,79.09,83,72,6.22
312,Kuopio,FI,2021-06-06 00:38:59,62.8924,27.677,60.75,67,0,5.46
313,Huaicheng,CN,2021-06-06 00:38:59,23.9051,112.1931,79.56,57,0,0.78
314,Vestmanna,FO,2021-06-06 00:38:59,62.1564,-7.1664,47.32,100,90,7.74
315,Mersing,MY,2021-06-06 00:39:00,2.4312,103.8405,76.91,94,40,5.75
316,Salym,RU,2021-06-06 00:39:00,60.0625,71.4789,58.21,80,96,7.31
317,Nemuro,JP,2021-06-06 00:39:00,43.3236,145.575,72.03,81,100,16.67
318,Listvyanskiy,RU,2021-06-06 00:39:01,54.4399,83.4984,56.19,80,25,12.71
319,Margate,GB,2021-06-06 00:39:01,51.3813,1.3862,60.22,87,100,5.86
320,Karasjok,NO,2021-06-06 00:39:01,69.4719,25.5112,41.11,66,14,2.51
321,Vila Velha,BR,2021-06-06 00:35:50,-20.3297,-40.2925,71.55,94,90,1.01
322,Clyde River,CA,2021-06-06 00:39:01,70.4692,-68.5914,32.23,100,90,16.11
323,Sterling,US,2021-06-06 00:38:16,39.0062,-77.4286,84.2,45,1,8.05
324,Grand Gaube,MU,2021-06-06 00:39:02,-20.0064,57.6608,70.2,73,30,4.09
325,Aksarka,RU,2021-06-06 00:39:02,66.5606,67.7975,42.85,53,5,15.23
326,Escanaba,US,2021-06-06 00:36:51,45.7453,-87.0646,68.0,72,1,5.75
327,Gari,RU,2021-06-06 00:39:03,59.4307,62.3497,58.6,65,11,6.96
328,Denpasar,ID,2021-06-06 00:37:49,-8.65,115.2167,80.26,89,20,5.68
329,Naze,JP,2021-06-06 00:39:03,28.3667,129.4833,70.72,94,100,0.47
330,Fort Saint James,CA,2021-06-06 00:39:03,54.4333,-124.25,58.68,30,95,12.68
331,Porosozero,RU,2021-06-06 00:39:04,62.7191,32.727,57.76,62,100,3.31
332,Kushmurun,KZ,2021-06-06 00:39:04,52.4503,64.6311,56.41,49,63,5.7
333,Srednekolymsk,RU,2021-06-06 00:39:04,67.45,153.6833,68.22,29,75,22.15
334,Mukhen,RU,2021-06-06 00:39:05,48.1,136.1,57.94,58,97,8.37
335,Tacoronte,ES,2021-06-06 00:39:05,28.4769,-16.4102,61.75,80,75,12.66
336,Lerwick,GB,2021-06-06 00:39:05,60.1545,-1.1494,48.2,84,26,5.88
337,Morros,BR,2021-06-06 00:39:05,-9.4467,-46.3003,79.81,40,75,8.23
338,Ilebo,CD,2021-06-06 00:39:06,-4.3167,20.5833,72.54,62,100,0.6
339,Savannah Bight,HN,2021-06-06 00:39:06,16.45,-85.85,84.25,82,49,26.62
340,Atasu,KZ,2021-06-06 00:39:06,48.6814,71.6433,53.96,44,100,11.72
341,Shaunavon,CA,2021-06-06 00:39:06,49.6501,-108.4181,78.58,30,6,21.25
342,Leshukonskoye,RU,2021-06-06 00:39:07,64.8989,45.7622,50.7,79,20,7.43
343,Mazamari,PE,2021-06-06 00:39:07,-11.3258,-74.5308,71.1,92,75,1.39
344,San Patricio,US,2021-06-06 00:39:07,28.017,-97.5169,86.09,79,0,9.22
345,Wajid,SO,2021-06-06 00:39:08,3.8093,43.2471,72.93,80,6,15.75
346,Gorin,RU,2021-06-06 00:39:08,51.1983,136.6669,62.42,54,80,2.15
347,Buctzotz,MX,2021-06-06 00:39:08,21.2,-88.7833,83.77,62,100,7.65
348,Berdigestyakh,RU,2021-06-06 00:39:08,62.0989,126.6992,55.24,48,100,9.73
349,Jumla,NP,2021-06-06 00:39:09,29.2747,82.1838,59.86,75,30,1.05
350,Shenjiamen,CN,2021-06-06 00:39:09,29.9576,122.298,71.13,76,4,11.36
351,Sharan,RU,2021-06-06 00:39:09,54.8167,54.0,53.69,59,93,6.15
352,Zyryanka,RU,2021-06-06 00:39:10,65.75,150.85,68.29,33,5,30.38
353,Miyako,JP,2021-06-06 00:39:10,39.6367,141.9525,74.79,47,100,8.34
354,Igarape,BR,2021-06-06 00:39:10,-20.0703,-44.3017,66.76,88,35,3.49
355,Ballina,AU,2021-06-06 00:39:10,-28.8667,153.5667,64.78,65,0,5.75
356,Yulara,AU,2021-06-06 00:39:11,-25.2406,130.9889,55.24,54,0,8.05
357,Jega,NG,2021-06-06 00:39:11,12.2175,4.3792,87.53,45,100,14.2
358,Seguela,CI,2021-06-06 00:39:11,7.9611,-6.6731,69.39,98,100,6.85
359,Namtsy,RU,2021-06-06 00:39:12,62.7161,129.6658,55.51,35,99,13.06
360,Buzmeyin,TM,2021-06-06 00:39:12,38.0507,58.2056,78.53,44,0,13.62
361,Honiara,SB,2021-06-06 00:39:12,-9.4333,159.95,86.85,65,97,4.88
362,Seleron,GR,2021-06-06 00:39:12,41.1333,25.0,65.1,80,0,3.27
363,Lumeje,AO,2021-06-06 00:39:13,-11.55,20.7833,56.01,52,100,5.88
364,Sinnar,SD,2021-06-06 00:39:13,13.5691,33.5672,85.82,46,76,5.64
365,Chernyshevskiy,RU,2021-06-06 00:39:13,63.0128,112.4714,54.1,30,100,1.92
366,Inirida,CO,2021-06-06 00:39:14,3.8653,-67.9239,74.66,97,77,1.39
367,Mabaruma,GY,2021-06-06 00:39:14,8.2,-59.7833,74.17,98,100,4.12
368,Amalapuram,IN,2021-06-06 00:39:14,16.5833,82.0167,82.78,82,96,3.47
369,Oistins,BB,2021-06-06 00:39:14,13.0667,-59.5333,80.69,69,40,20.71
370,Boguchany,RU,2021-06-06 00:39:15,58.3814,97.4531,50.68,56,100,10.13
371,Oranjestad,AW,2021-06-06 00:39:15,12.524,-70.027,82.35,80,20,8.99
372,Bengkulu,ID,2021-06-06 00:35:20,-3.8004,102.2655,77.23,89,24,2.93
373,Yenotayevka,RU,2021-06-06 00:39:15,47.2456,47.0281,58.01,79,46,8.16
374,Anage,BR,2021-06-06 00:39:16,-14.6122,-41.1356,69.82,81,85,4.36
375,Pekan,MY,2021-06-06 00:39:16,3.4836,103.3996,78.91,81,94,6.8
376,Marrakesh,MA,2021-06-06 00:36:06,31.6315,-8.0083,69.87,52,0,6.91
377,Aklavik,CA,2021-06-06 00:39:16,68.2191,-135.0107,45.32,70,97,9.57
378,Arlit,NE,2021-06-06 00:39:16,18.7369,7.3853,88.3,17,0,1.39
379,Coromandel,BR,2021-06-06 00:39:17,-18.4733,-47.2003,63.18,75,10,3.58
380,Teguldet,RU,2021-06-06 00:39:17,57.3064,88.1667,53.55,77,85,7.02
381,Coihaique,CL,2021-06-06 00:39:17,-45.5752,-72.0662,39.15,81,75,2.3
382,Dukat,RU,2021-06-06 00:39:18,62.55,155.55,40.59,82,94,10.4
383,Villa Union,MX,2021-06-06 00:39:18,23.2,-106.2333,86.02,62,1,8.05
384,Yerbogachen,RU,2021-06-06 00:39:18,61.2767,108.0108,54.82,36,44,3.83
385,Ipixuna,BR,2021-06-06 00:39:18,-1.7625,-48.8043,76.95,95,59,2.86
386,Bolshaya Rechka,RU,2021-06-06 00:39:19,51.9503,104.7355,46.67,94,100,17.34
387,Mehamn,NO,2021-06-06 00:39:19,71.0357,27.8492,40.41,86,18,16.87
388,Calamar,CO,2021-06-06 00:39:19,10.2511,-74.9146,84.15,88,100,4.72
389,Wagga Wagga,AU,2021-06-06 00:39:19,-35.1167,147.3667,49.6,76,90,3.22
390,Si Satchanalai,TH,2021-06-06 00:39:20,17.5169,99.7598,83.98,88,100,2.26
391,Kandrian,PG,2021-06-06 00:39:20,-6.2167,149.55,84.18,74,30,9.22
392,Marsh Harbour,BS,2021-06-06 00:35:32,26.5412,-77.0636,78.67,83,69,14.76
393,Marshall,US,2021-06-06 00:39:20,34.3834,-86.3333,76.82,83,1,4.81
394,Aswan,EG,2021-06-06 00:39:21,24.0934,32.907,77.95,28,4,11.5
395,Bam,IR,2021-06-06 00:39:21,29.106,58.357,89.29,8,0,6.62
396,Beroroha,MG,2021-06-06 00:39:21,-21.6667,45.1667,61.72,84,1,4.18
397,Hay River,CA,2021-06-06 00:39:21,60.8156,-115.7999,49.98,81,75,8.05
398,Acarau,BR,2021-06-06 00:39:22,-2.8856,-40.12,77.27,84,0,10.16
399,Asau,RO,2021-06-06 00:39:22,46.4333,26.4,57.76,97,60,4.09
400,Slupca,PL,2021-06-06 00:39:22,52.2873,17.8719,57.2,93,0,5.99
401,Pangai,TO,2021-06-06 00:39:23,-19.8,-174.35,78.91,53,20,6.91
402,Surgut,RU,2021-06-06 00:39:23,61.25,73.4167,53.78,100,20,3.49
403,Broken Hill,AU,2021-06-06 00:39:23,-31.95,141.4333,58.71,58,11,6.91
404,Aksu,CN,2021-06-06 00:39:24,41.1231,80.2644,78.01,21,100,5.66
405,Pallisa,UG,2021-06-06 00:39:24,1.145,33.7094,66.38,91,100,4.83
406,Iguape,BR,2021-06-06 00:39:24,-24.7081,-47.5553,67.8,81,5,3.89
407,Scottsbluff,US,2021-06-06 00:38:06,41.8666,-103.6672,91.4,24,1,17.27
408,Labuhan,ID,2021-06-06 00:39:25,-6.8844,112.2051,81.61,75,13,6.24
409,Banamba,ML,2021-06-06 00:39:25,13.55,-7.45,93.63,19,7,9.37
410,Khani,GE,2021-06-06 00:39:25,41.9563,42.9566,51.37,94,88,1.03
411,Progreso,MX,2021-06-06 00:39:26,21.2833,-89.6667,87.8,62,75,4.61
412,Fort Nelson,CA,2021-06-06 00:39:26,58.8053,-122.7002,64.98,41,100,10.58
413,Tigil,RU,2021-06-06 00:39:26,57.8,158.6667,50.4,93,100,4.14
414,Aguimes,ES,2021-06-06 00:39:27,27.9054,-15.4461,66.2,72,20,17.27
415,Tateyama,JP,2021-06-06 00:39:28,34.9833,139.8667,71.62,91,100,7.9
416,Penne,IT,2021-06-06 00:39:28,42.4538,13.9299,66.49,68,12,5.32
417,Jacmel,HT,2021-06-06 00:39:28,18.2342,-72.5347,84.04,84,5,4.16
418,Pangnirtung,CA,2021-06-06 00:39:29,66.1451,-65.7125,31.46,97,91,2.39
419,Jurm,AF,2021-06-06 00:39:29,36.8648,70.8342,71.85,41,6,1.72
420,Havre-Saint-Pierre,CA,2021-06-06 00:39:29,50.2334,-63.5986,52.16,93,90,4.61
421,Dakar,SN,2021-06-06 00:34:57,14.6937,-17.4441,75.2,88,0,4.61
422,Plouzane,FR,2021-06-06 00:39:30,48.3833,-4.6167,57.52,91,90,6.44
423,Narsaq,GL,2021-06-06 00:39:30,60.9167,-46.05,48.42,79,100,6.53
424,Mount Isa,AU,2021-06-06 00:39:30,-20.7333,139.5,69.57,30,5,16.11
425,Novikovo,RU,2021-06-06 00:39:31,51.1537,37.8879,53.71,98,100,5.01
426,Katastarion,GR,2021-06-06 00:39:31,37.8333,20.7667,69.58,76,4,3.42
427,Washington,US,2021-06-06 00:39:30,47.5001,-120.5015,64.4,32,1,21.85
428,Mulege,MX,2021-06-06 00:39:31,26.8833,-111.9833,91.15,28,0,5.03
429,Cockburn Town,TC,2021-06-06 00:39:32,21.4612,-71.1419,80.6,74,40,17.27
430,Cumberland,US,2021-06-06 00:39:32,35.0502,-78.8664,82.4,65,75,8.05
431,Xichang,CN,2021-06-06 00:39:32,27.8964,102.2634,63.3,95,100,0.81
432,Zhicheng,CN,2021-06-06 00:39:33,30.2956,111.5047,86.0,63,6,0.58
433,Khuzdar,PK,2021-06-06 00:39:33,27.7384,66.6434,77.54,42,1,4.16
434,Gemena,CD,2021-06-06 00:39:33,3.25,19.7667,67.77,100,100,0.38
435,Bogorodskoye,RU,2021-06-06 00:39:34,56.55,37.8833,51.31,95,6,4.68
436,Yenagoa,NG,2021-06-06 00:39:34,4.9247,6.2642,73.78,96,21,1.43
437,Tutoia,BR,2021-06-06 00:39:34,-2.7619,-42.2744,79.05,81,0,8.59
438,Barcelona,ES,2021-06-06 00:37:38,41.3888,2.159,70.0,68,20,5.75
439,Buala,SB,2021-06-06 00:39:35,-8.145,159.5921,85.28,69,55,6.91
440,Goure,NE,2021-06-06 00:39:35,13.9835,10.2704,90.0,30,83,8.23
441,Azul,AR,2021-06-06 00:39:36,-36.777,-59.8585,43.97,61,9,7.27
442,Chokwe,MZ,2021-06-06 00:39:36,-24.5333,32.9833,59.2,90,35,6.51
443,Kysyl-Syr,RU,2021-06-06 00:39:36,63.8986,122.7617,56.25,44,100,4.76
444,Nhulunbuy,AU,2021-06-06 00:39:37,-12.2333,136.7667,80.6,65,40,14.97
445,Gorontalo,ID,2021-06-06 00:39:37,0.5412,123.0595,85.6,67,57,7.49
446,Zunyi,CN,2021-06-06 00:39:37,27.6867,106.9072,71.69,66,100,2.51
447,Sao Joao Da Barra,BR,2021-06-06 00:38:20,-21.6403,-41.0511,72.93,88,0,9.62
448,Yar-Sale,RU,2021-06-06 00:39:37,66.8333,70.8333,38.01,78,95,11.95
449,Quelimane,MZ,2021-06-06 00:39:38,-17.8786,36.8883,64.35,94,40,5.75
450,Nagamangala,IN,2021-06-06 00:39:38,12.8156,76.7575,70.41,86,100,5.68
451,Faya,SA,2021-06-06 00:39:38,18.3851,42.4509,69.8,73,0,0.45
452,Hasaki,JP,2021-06-06 00:39:39,35.7333,140.8333,73.0,88,75,3.44
453,Altay,CN,2021-06-06 00:39:40,47.8667,88.1167,49.62,56,1,1.74
454,Suntar,RU,2021-06-06 00:39:41,62.1444,117.6319,50.23,83,100,4.0
455,Gigmoto,PH,2021-06-06 00:39:41,13.7796,124.39,85.48,74,100,6.69
456,Peniche,PT,2021-06-06 00:39:41,39.3558,-9.3811,61.74,89,0,16.42
457,Brainerd,US,2021-06-06 00:39:42,46.358,-94.2008,93.45,33,1,6.91
458,Tabriz,IR,2021-06-06 00:39:42,38.08,46.2919,62.06,55,0,6.91
459,Sao Jose Da Coroa Grande,BR,2021-06-06 00:39:42,-8.8978,-35.1478,76.21,84,4,10.18
460,Ilulissat,GL,2021-06-06 00:39:43,69.2167,-51.1,42.82,70,23,11.5
461,Esso,RU,2021-06-06 00:39:43,55.9333,158.7,42.4,97,100,5.35
462,Rosa Zarate,EC,2021-06-06 00:39:43,0.3333,-79.4667,74.91,95,95,2.68
463,Dinghai,CN,2021-06-06 00:39:44,26.2847,119.7936,73.4,94,90,4.47
464,Palu,ID,2021-06-06 00:39:43,-0.8917,119.8707,82.94,86,76,1.14
465,Kolokani,ML,2021-06-06 00:39:44,13.5728,-8.0339,93.13,26,9,11.83
466,Ulaangom,MN,2021-06-06 00:39:44,49.9811,92.0667,53.15,26,99,20.67
467,Dongsheng,CN,2021-06-06 00:39:45,39.8161,109.9776,75.31,15,100,18.79
468,Wad Madani,SD,2021-06-06 00:39:45,14.4012,33.5199,87.6,43,87,14.92
469,Barabai,ID,2021-06-06 00:39:45,-2.5833,115.3833,85.12,66,31,1.32
470,Kholodnyy,RU,2021-06-06 00:39:45,62.7167,147.95,56.16,44,100,18.86
471,Saint-Augustin,CA,2021-06-06 00:37:34,51.226,-58.6502,48.47,97,100,13.11
472,Sinnamary,GF,2021-06-06 00:39:46,5.3833,-52.95,78.46,88,95,9.31
473,Tazmalt,DZ,2021-06-06 00:39:46,36.3868,4.3989,69.57,83,58,5.3
474,Hohhot,CN,2021-06-06 00:39:47,40.8106,111.6522,73.69,25,40,4.76
475,San Pedro,PH,2021-06-06 00:39:47,14.35,121.0167,88.0,70,40,8.05
476,Tvoroyri,FO,2021-06-06 00:39:47,61.5556,-6.8111,49.39,95,100,11.56
477,Ilmajoki,FI,2021-06-06 00:39:48,62.7333,22.5667,51.19,59,15,2.93
478,High Level,CA,2021-06-06 00:39:48,58.5169,-117.136,66.31,45,75,7.94
479,Quatre Cocos,MU,2021-06-06 00:39:48,-20.2078,57.7625,69.91,80,20,2.24
480,Neyshabur,IR,2021-06-06 00:39:48,36.2133,58.7958,79.38,27,0,1.97
481,The Valley,AI,2021-06-06 00:36:19,18.217,-63.0578,81.1,76,100,21.25
482,Port-De-Bouc,FR,2021-06-06 00:39:49,43.4,4.9833,67.95,65,0,21.81
483,Gushikawa,JP,2021-06-06 00:39:49,26.3544,127.8686,85.59,84,75,19.19
484,Stjordalshalsen,NO,2021-06-06 00:39:50,63.4681,10.9262,57.2,77,0,5.75
485,Varghis,RO,2021-06-06 00:39:50,46.1333,25.5333,49.01,97,75,3.02
486,Ocos,GT,2021-06-06 00:39:50,14.5094,-92.1933,86.5,68,79,6.73
487,Karratha,AU,2021-06-06 00:39:51,-20.7377,116.8463,75.79,63,96,15.97
488,Raga,SS,2021-06-06 00:39:51,8.4596,25.678,69.84,92,100,4.25
489,Nuuk,GL,2021-06-06 00:39:51,64.1835,-51.7216,43.41,75,90,23.02
490,Townsville,AU,2021-06-06 00:39:25,-19.25,146.8,68.88,49,84,8.05
491,Mogadishu,SO,2021-06-06 00:39:52,2.0371,45.3438,79.34,81,90,14.85
492,Vakhrushev,RU,2021-06-06 00:39:52,48.9833,142.9667,48.7,80,100,3.74
493,Kropachevo,RU,2021-06-06 00:39:52,55.0112,57.9896,47.12,68,10,3.56
494,Satipo,PE,2021-06-06 00:39:52,-11.2522,-74.6386,71.4,89,73,1.9
495,Ciudad Bolivar,VE,2021-06-06 00:39:53,8.1222,-63.5497,78.06,83,98,13.09
496,Port Lincoln,AU,2021-06-06 00:39:53,-34.7333,135.8667,62.15,72,54,16.17
497,Ndele,CF,2021-06-06 00:39:53,8.4109,20.6473,70.99,91,100,3.15
498,Santa Catalina,PH,2021-06-06 00:39:54,9.3337,122.8637,82.4,78,75,4.61
499,Sept-Iles,CA,2021-06-06 00:35:21,50.2001,-66.3821,59.52,72,20,6.91
500,Komsomolsk,UA,2021-06-06 00:39:54,49.0097,33.6455,53.47,88,36,1.16
501,Muhos,FI,2021-06-06 00:39:54,64.808,25.9931,53.38,75,100,2.93
502,Pimentel,PE,2021-06-06 00:39:55,-6.8367,-79.9342,68.0,77,20,9.22
503,Coahuayana,MX,2021-06-06 00:39:55,18.7333,-103.6833,87.28,65,96,5.59
504,Bojnurd,IR,2021-06-06 00:39:55,37.4747,57.329,64.35,72,0,2.3
505,Mlandizi,TZ,2021-06-06 00:39:56,-6.7,38.7333,73.4,88,20,8.05
506,Tagusao,PH,2021-06-06 00:39:56,9.1924,117.8141,83.79,75,100,3.62
507,Puquio,PE,2021-06-06 00:39:56,-14.7,-74.1333,48.49,51,10,0.94
508,Rockport,US,2021-06-06 00:39:57,28.0206,-97.0544,84.31,75,1,4.0
509,Manjacaze,MZ,2021-06-06 00:39:57,-24.7117,33.8828,58.71,95,10,3.71
510,Tiarei,PF,2021-06-06 00:39:57,-17.5333,-149.3333,82.42,80,28,13.35
511,Koraput,IN,2021-06-06 00:39:58,18.8167,82.7167,75.81,73,76,4.07
512,Akdagmadeni,TR,2021-06-06 00:39:58,39.6603,35.8836,43.99,94,55,4.47
513,Kungurtug,RU,2021-06-06 00:39:58,50.5994,97.5228,41.43,76,80,6.51
514,Kahului,US,2021-06-06 00:39:59,20.8947,-156.47,87.82,61,40,20.71
515,Alindao,CF,2021-06-06 00:39:59,5.0267,21.2088,69.76,94,100,0.34
516,Ambulu,ID,2021-06-06 00:39:59,-8.345,113.6058,80.91,76,0,1.07
517,Bubaque,GW,2021-06-06 00:40:00,11.2833,-15.8333,79.38,84,100,8.14
518,Orje,NO,2021-06-06 00:40:00,59.4802,11.6602,61.05,67,100,2.84
519,Sambava,MG,2021-06-06 00:40:00,-14.2667,50.1667,71.51,93,31,4.25
520,Oranjemund,NA,2021-06-06 00:40:00,-28.55,16.4333,66.33,32,0,16.71
521,Healesville,AU,2021-06-06 00:40:01,-37.65,145.5167,55.99,86,100,1.01
522,Kalmunai,LK,2021-06-06 00:40:01,7.4167,81.8167,78.46,82,100,2.73
523,Mackay,AU,2021-06-06 00:40:02,-21.15,149.2,70.05,46,39,13.8
524,Anaconda,US,2021-06-06 00:40:03,46.1285,-112.9423,74.39,35,1,16.24
525,Etah,IN,2021-06-06 00:40:03,27.6333,78.6667,89.73,38,17,3.53
526,Talcahuano,CL,2021-06-06 00:40:03,-36.7167,-73.1167,50.0,87,0,5.75
527,Kongolo,CD,2021-06-06 00:40:04,-5.3833,27.0,70.74,71,73,4.03
528,Nacogdoches,US,2021-06-06 00:40:04,31.6002,-94.6335,76.33,90,75,4.61
529,Spearfish,US,2021-06-06 00:40:05,44.4908,-103.8594,91.99,39,1,5.75
530,Augustow,PL,2021-06-06 00:40:05,53.8432,22.9798,52.7,94,17,5.41
531,Melo,UY,2021-06-06 00:40:05,-32.3667,-54.1833,59.31,96,100,8.63
532,Salamiyah,SY,2021-06-06 00:40:06,35.0113,37.0532,62.55,66,0,6.87
533,Agadez,NE,2021-06-06 00:40:06,19.75,10.25,89.73,17,100,9.33
534,Balsas,BR,2021-06-06 00:40:06,-7.5325,-46.0356,80.4,54,93,1.88
535,Kasongo-Lunda,CD,2021-06-06 00:40:07,-6.4667,16.8167,67.17,54,8,2.26
536,Ancud,CL,2021-06-06 00:40:07,-41.8697,-73.8203,47.23,79,77,4.88
537,Dicabisagan,PH,2021-06-06 00:40:07,17.0818,122.4157,87.13,70,100,4.34
538,Port Moresby,PG,2021-06-06 00:38:45,-9.4431,147.1797,81.82,78,40,20.71
539,Itambacuri,BR,2021-06-06 00:40:08,-18.0311,-41.685,68.25,94,92,2.95
540,Rehoboth,NA,2021-06-06 00:40:08,-23.3167,17.0833,47.79,49,0,7.74
541,Ipanguacu,BR,2021-06-06 00:40:08,-5.4983,-36.855,76.95,70,18,10.22
542,Camponogara,IT,2021-06-06 00:40:09,45.385,12.0722,68.99,89,0,3.2
543,Marzuq,YE,2021-06-06 00:40:09,14.4,46.4667,75.29,26,16,4.21
544,Caceres,ES,2021-06-06 00:37:03,39.522,-6.3748,64.8,72,0,4.23
545,Puerto Padre,CU,2021-06-06 00:40:09,21.195,-76.6028,81.61,85,12,12.03
546,Zuwarah,LY,2021-06-06 00:40:10,32.9312,12.082,74.79,51,75,11.54
547,Whitehorse,CA,2021-06-06 00:40:10,60.7161,-135.0538,63.37,31,75,11.99
548,Mumford,GH,2021-06-06 00:40:10,5.2618,-0.759,77.2,86,26,2.64
549,Bulungu,CD,2021-06-06 00:40:11,-4.55,18.6,71.67,53,64,1.83
550,Dombarovskiy,RU,2021-06-06 00:40:11,50.7587,59.5386,56.82,41,100,9.89
551,Krasnoselkup,RU,2021-06-06 00:40:12,65.7,82.4667,37.27,60,11,16.64
552,Auray,FR,2021-06-06 00:40:12,47.6703,-2.9918,57.74,90,11,4.12
553,Ketchikan,US,2021-06-06 00:40:12,55.3422,-131.6461,50.47,87,90,11.5
554,Samarai,PG,2021-06-06 00:40:12,-10.6167,150.6667,79.2,85,85,16.46
555,Luanda,AO,2021-06-06 00:40:13,-8.8368,13.2343,75.2,91,75,3.44
556,Yumen,CN,2021-06-06 00:40:13,40.2833,97.2,73.89,32,88,16.31
557,Villamontes,BO,2021-06-06 00:40:13,-21.25,-63.5,72.64,70,100,7.99
558,Sorland,NO,2021-06-06 00:40:14,67.667,12.6934,50.88,84,10,9.84
559,Ambon,ID,2021-06-06 00:40:14,-3.6954,128.1814,84.2,79,75,6.91
